Pair_type	miRNA_loci	Canonical_miRNA_ID	Canonical_Seq_ID	Chr	H_start	H_end	Strand	miRNA_A	Seq_ID_A	miRNA_B	Seq_ID_B	Pearson_r	Pearson_p	Library_Jaccard	Shared_libraries	Union_libraries	Libraries_A	Libraries_B
canonical-isomiR	gma-miR391	gma-miR391-5p	miR996_R4_L22	13	43486661	43486754	+	gma-miR391-5p	miR996_R4_L22	gma-miR391-5p.v1	miR76_R271_L21	0.43125898115153005	0.21336268940929895	0.0	0	275	4	271
canonical-isomiR	gma-miR391	gma-miR391-5p	miR996_R4_L22	13	43486661	43486754	+	gma-miR391-5p	miR996_R4_L22	gma-miR391-5p.v2	miR297_R39_L21	0.3028458201766946	0.39501354331937555	0.0	0	43	4	39
isomiR-isomiR	gma-miR391	gma-miR391-5p	miR996_R4_L22	13	43486661	43486754	+	gma-miR391-5p.v1	miR76_R271_L21	gma-miR391-5p.v2	miR297_R39_L21	0.5617045007641814	0.0910728469933269	0.0	0	310	271	39
canonical-isomiR	gma-miR393a	gma-miR393a	miR122_R145_L21	11	38066951	38067052	+	gma-miR393a	miR122_R145_L21	gma-miR393a.v1	miR95_R196_L22	0.23252339019130386	0.5179753988022965	0.0	0	341	145	196
canonical-isomiR	gma-miR393a	gma-miR393a-3p	miR191_R76_L21	11	38066951	38067052	+	gma-miR393a-3p	miR191_R76_L21	gma-miR393a-3p.v1	miR555_R12_L21	0.5985881129892227	0.06750085062915427	0.0	0	88	76	12
canonical-isomiR	gma-miR393c	gma-miR393c-3p	miR191_R76_L21	2	47653203	47653298	-	gma-miR393c-3p	miR191_R76_L21	gma-miR393c-3p.v1	miR555_R12_L21	0.5985881129892227	0.06750085062915427	0.0	0	88	76	12
canonical-isomiR	gma-miR393c	gma-miR393c-5p	miR95_R196_L22	2	47653203	47653298	-	gma-miR393c-5p	miR95_R196_L22	gma-miR393c-5p.v1	miR122_R145_L21	0.23252339019130386	0.5179753988022965	0.0	0	341	196	145
canonical-isomiR	gma-miR393d	gma-miR393d	miR95_R196_L22	10	27972758	27972859	-	gma-miR393d	miR95_R196_L22	gma-miR393d.v1	miR122_R145_L21	0.23252339019130386	0.5179753988022965	0.0	0	341	196	145
canonical-isomiR	gma-miR393d	gma-miR393d-3p	miR191_R76_L21	10	27972758	27972859	-	gma-miR393d-3p	miR191_R76_L21	gma-miR393d-3p.v1	miR555_R12_L21	0.5985881129892227	0.06750085062915427	0.0	0	88	76	12
canonical-isomiR	gma-miR393e	gma-miR393e	miR95_R196_L22	14	5047340	5047463	+	gma-miR393e	miR95_R196_L22	gma-miR393e.v1	miR122_R145_L21	0.23252339019130386	0.5179753988022965	0.0	0	341	196	145
canonical-isomiR	gma-miR393e	gma-miR393e-3p	miR191_R76_L21	14	5047340	5047463	+	gma-miR393e-3p	miR191_R76_L21	gma-miR393e-3p.v1	miR555_R12_L21	0.5985881129892227	0.06750085062915427	0.0	0	88	76	12
canonical-isomiR	gma-miR393f	gma-miR393f	miR95_R196_L22	18	2517544	2517644	-	gma-miR393f	miR95_R196_L22	gma-miR393f.v1	miR122_R145_L21	0.23252339019130386	0.5179753988022965	0.0	0	341	196	145
canonical-isomiR	gma-miR393f	gma-miR393f-3p	miR191_R76_L21	18	2517544	2517644	-	gma-miR393f-3p	miR191_R76_L21	gma-miR393f-3p.v1	miR555_R12_L21	0.5985881129892227	0.06750085062915427	0.0	0	88	76	12
canonical-isomiR	gma-miR393h	gma-miR393h	miR86_R220_L22	9	35972247	35972370	+	gma-miR393h	miR86_R220_L22	gma-miR393h.v1	miR84_R223_L22	0.413885409069172	0.23442703654960978	0.0	0	443	220	223
canonical-isomiR	gma-miR393h	gma-miR393h	miR86_R220_L22	9	35972247	35972370	+	gma-miR393h	miR86_R220_L22	gma-miR393h.v2	miR122_R145_L21	0.5000032426878084	0.14111028874989684	0.1027190332326284	34	331	220	145
canonical-isomiR	gma-miR393h	gma-miR393h	miR86_R220_L22	9	35972247	35972370	+	gma-miR393h	miR86_R220_L22	gma-miR393h.v3	miR794_R6_L21	0.44247936552730577	0.20035996283449597	0.0	0	226	220	6
canonical-isomiR	gma-miR393h	gma-miR393h	miR86_R220_L22	9	35972247	35972370	+	gma-miR393h	miR86_R220_L22	gma-miR393h.v4	miR1333_R2_L20	0.16046785109664358	0.6578766114098945	0.0	0	222	220	2
isomiR-isomiR	gma-miR393h	gma-miR393h	miR86_R220_L22	9	35972247	35972370	+	gma-miR393h.v1	miR84_R223_L22	gma-miR393h.v2	miR122_R145_L21	0.7108170983029813	0.021205250780892432	0.3886792452830189	103	265	223	145
isomiR-isomiR	gma-miR393h	gma-miR393h	miR86_R220_L22	9	35972247	35972370	+	gma-miR393h.v1	miR84_R223_L22	gma-miR393h.v3	miR794_R6_L21	0.4727825251802613	0.16760546547571994	0.0	0	229	223	6
isomiR-isomiR	gma-miR393h	gma-miR393h	miR86_R220_L22	9	35972247	35972370	+	gma-miR393h.v1	miR84_R223_L22	gma-miR393h.v4	miR1333_R2_L20	0.3986345662453493	0.2538457917969865	0.0	0	225	223	2
isomiR-isomiR	gma-miR393h	gma-miR393h	miR86_R220_L22	9	35972247	35972370	+	gma-miR393h.v2	miR122_R145_L21	gma-miR393h.v3	miR794_R6_L21	0.6589350436771122	0.038246626098573544	0.0	0	151	145	6
isomiR-isomiR	gma-miR393h	gma-miR393h	miR86_R220_L22	9	35972247	35972370	+	gma-miR393h.v2	miR122_R145_L21	gma-miR393h.v4	miR1333_R2_L20	0.25511241164807114	0.4768650600871252	0.0	0	147	145	2
isomiR-isomiR	gma-miR393h	gma-miR393h	miR86_R220_L22	9	35972247	35972370	+	gma-miR393h.v3	miR794_R6_L21	gma-miR393h.v4	miR1333_R2_L20	0.8410071028150433	0.0022968290152228384	0.0	0	8	6	2
canonical-isomiR	gma-miR393h	gma-miR393h-3p	miR244_R53_L21	9	35972247	35972370	+	gma-miR393h-3p	miR244_R53_L21	gma-miR393h-3p.v1	miR1460_R2_L21	0.5585610857460852	0.09329513598043225	0.0	0	55	53	2
canonical-isomiR	gma-miR393i	gma-miR393i	miR86_R220_L22	10	48960361	48960477	+	gma-miR393i	miR86_R220_L22	gma-miR393i.v1	miR84_R223_L22	0.413885409069172	0.23442703654960978	0.0	0	443	220	223
canonical-isomiR	gma-miR393i	gma-miR393i	miR86_R220_L22	10	48960361	48960477	+	gma-miR393i	miR86_R220_L22	gma-miR393i.v2	miR122_R145_L21	0.5000032426878084	0.14111028874989684	0.1027190332326284	34	331	220	145
canonical-isomiR	gma-miR393i	gma-miR393i	miR86_R220_L22	10	48960361	48960477	+	gma-miR393i	miR86_R220_L22	gma-miR393i.v3	miR794_R6_L21	0.44247936552730577	0.20035996283449597	0.0	0	226	220	6
canonical-isomiR	gma-miR393i	gma-miR393i	miR86_R220_L22	10	48960361	48960477	+	gma-miR393i	miR86_R220_L22	gma-miR393i.v4	miR1333_R2_L20	0.16046785109664358	0.6578766114098945	0.0	0	222	220	2
isomiR-isomiR	gma-miR393i	gma-miR393i	miR86_R220_L22	10	48960361	48960477	+	gma-miR393i.v1	miR84_R223_L22	gma-miR393i.v2	miR122_R145_L21	0.7108170983029813	0.021205250780892432	0.3886792452830189	103	265	223	145
isomiR-isomiR	gma-miR393i	gma-miR393i	miR86_R220_L22	10	48960361	48960477	+	gma-miR393i.v1	miR84_R223_L22	gma-miR393i.v3	miR794_R6_L21	0.4727825251802613	0.16760546547571994	0.0	0	229	223	6
isomiR-isomiR	gma-miR393i	gma-miR393i	miR86_R220_L22	10	48960361	48960477	+	gma-miR393i.v1	miR84_R223_L22	gma-miR393i.v4	miR1333_R2_L20	0.3986345662453493	0.2538457917969865	0.0	0	225	223	2
isomiR-isomiR	gma-miR393i	gma-miR393i	miR86_R220_L22	10	48960361	48960477	+	gma-miR393i.v2	miR122_R145_L21	gma-miR393i.v3	miR794_R6_L21	0.6589350436771122	0.038246626098573544	0.0	0	151	145	6
isomiR-isomiR	gma-miR393i	gma-miR393i	miR86_R220_L22	10	48960361	48960477	+	gma-miR393i.v2	miR122_R145_L21	gma-miR393i.v4	miR1333_R2_L20	0.25511241164807114	0.4768650600871252	0.0	0	147	145	2
isomiR-isomiR	gma-miR393i	gma-miR393i	miR86_R220_L22	10	48960361	48960477	+	gma-miR393i.v3	miR794_R6_L21	gma-miR393i.v4	miR1333_R2_L20	0.8410071028150433	0.0022968290152228384	0.0	0	8	6	2
canonical-isomiR	gma-miR393j	gma-miR393j	miR86_R220_L22	16	35033647	35033777	+	gma-miR393j	miR86_R220_L22	gma-miR393j.v1	miR84_R223_L22	0.413885409069172	0.23442703654960978	0.0	0	443	220	223
canonical-isomiR	gma-miR393j	gma-miR393j	miR86_R220_L22	16	35033647	35033777	+	gma-miR393j	miR86_R220_L22	gma-miR393j.v2	miR122_R145_L21	0.5000032426878084	0.14111028874989684	0.1027190332326284	34	331	220	145
canonical-isomiR	gma-miR393j	gma-miR393j	miR86_R220_L22	16	35033647	35033777	+	gma-miR393j	miR86_R220_L22	gma-miR393j.v3	miR794_R6_L21	0.44247936552730577	0.20035996283449597	0.0	0	226	220	6
canonical-isomiR	gma-miR393j	gma-miR393j	miR86_R220_L22	16	35033647	35033777	+	gma-miR393j	miR86_R220_L22	gma-miR393j.v4	miR1333_R2_L20	0.16046785109664358	0.6578766114098945	0.0	0	222	220	2
isomiR-isomiR	gma-miR393j	gma-miR393j	miR86_R220_L22	16	35033647	35033777	+	gma-miR393j.v1	miR84_R223_L22	gma-miR393j.v2	miR122_R145_L21	0.7108170983029813	0.021205250780892432	0.3886792452830189	103	265	223	145
isomiR-isomiR	gma-miR393j	gma-miR393j	miR86_R220_L22	16	35033647	35033777	+	gma-miR393j.v1	miR84_R223_L22	gma-miR393j.v3	miR794_R6_L21	0.4727825251802613	0.16760546547571994	0.0	0	229	223	6
isomiR-isomiR	gma-miR393j	gma-miR393j	miR86_R220_L22	16	35033647	35033777	+	gma-miR393j.v1	miR84_R223_L22	gma-miR393j.v4	miR1333_R2_L20	0.3986345662453493	0.2538457917969865	0.0	0	225	223	2
isomiR-isomiR	gma-miR393j	gma-miR393j	miR86_R220_L22	16	35033647	35033777	+	gma-miR393j.v2	miR122_R145_L21	gma-miR393j.v3	miR794_R6_L21	0.6589350436771122	0.038246626098573544	0.0	0	151	145	6
isomiR-isomiR	gma-miR393j	gma-miR393j	miR86_R220_L22	16	35033647	35033777	+	gma-miR393j.v2	miR122_R145_L21	gma-miR393j.v4	miR1333_R2_L20	0.25511241164807114	0.4768650600871252	0.0	0	147	145	2
isomiR-isomiR	gma-miR393j	gma-miR393j	miR86_R220_L22	16	35033647	35033777	+	gma-miR393j.v3	miR794_R6_L21	gma-miR393j.v4	miR1333_R2_L20	0.8410071028150433	0.0022968290152228384	0.0	0	8	6	2
canonical-isomiR	gma-miR393j	gma-miR393j-3p	miR244_R53_L21	16	35033647	35033777	+	gma-miR393j-3p	miR244_R53_L21	gma-miR393j-3p.v1	miR1460_R2_L21	0.5585610857460852	0.09329513598043225	0.0	0	55	53	2
canonical-isomiR	gma-miR393k	gma-miR393k	miR86_R220_L22	20	44106517	44106635	-	gma-miR393k	miR86_R220_L22	gma-miR393k.v1	miR84_R223_L22	0.413885409069172	0.23442703654960978	0.0	0	443	220	223
canonical-isomiR	gma-miR393k	gma-miR393k	miR86_R220_L22	20	44106517	44106635	-	gma-miR393k	miR86_R220_L22	gma-miR393k.v2	miR122_R145_L21	0.5000032426878084	0.14111028874989684	0.1027190332326284	34	331	220	145
canonical-isomiR	gma-miR393k	gma-miR393k	miR86_R220_L22	20	44106517	44106635	-	gma-miR393k	miR86_R220_L22	gma-miR393k.v3	miR794_R6_L21	0.44247936552730577	0.20035996283449597	0.0	0	226	220	6
canonical-isomiR	gma-miR393k	gma-miR393k	miR86_R220_L22	20	44106517	44106635	-	gma-miR393k	miR86_R220_L22	gma-miR393k.v4	miR1333_R2_L20	0.16046785109664358	0.6578766114098945	0.0	0	222	220	2
isomiR-isomiR	gma-miR393k	gma-miR393k	miR86_R220_L22	20	44106517	44106635	-	gma-miR393k.v1	miR84_R223_L22	gma-miR393k.v2	miR122_R145_L21	0.7108170983029813	0.021205250780892432	0.3886792452830189	103	265	223	145
isomiR-isomiR	gma-miR393k	gma-miR393k	miR86_R220_L22	20	44106517	44106635	-	gma-miR393k.v1	miR84_R223_L22	gma-miR393k.v3	miR794_R6_L21	0.4727825251802613	0.16760546547571994	0.0	0	229	223	6
isomiR-isomiR	gma-miR393k	gma-miR393k	miR86_R220_L22	20	44106517	44106635	-	gma-miR393k.v1	miR84_R223_L22	gma-miR393k.v4	miR1333_R2_L20	0.3986345662453493	0.2538457917969865	0.0	0	225	223	2
isomiR-isomiR	gma-miR393k	gma-miR393k	miR86_R220_L22	20	44106517	44106635	-	gma-miR393k.v2	miR122_R145_L21	gma-miR393k.v3	miR794_R6_L21	0.6589350436771122	0.038246626098573544	0.0	0	151	145	6
isomiR-isomiR	gma-miR393k	gma-miR393k	miR86_R220_L22	20	44106517	44106635	-	gma-miR393k.v2	miR122_R145_L21	gma-miR393k.v4	miR1333_R2_L20	0.25511241164807114	0.4768650600871252	0.0	0	147	145	2
isomiR-isomiR	gma-miR393k	gma-miR393k	miR86_R220_L22	20	44106517	44106635	-	gma-miR393k.v3	miR794_R6_L21	gma-miR393k.v4	miR1333_R2_L20	0.8410071028150433	0.0022968290152228384	0.0	0	8	6	2
canonical-isomiR	gma-miR394b	gma-miR394b-3p	miR432_R20_L20	14	52749233	52749313	+	gma-miR394b-3p	miR432_R20_L20	gma-miR394b-3p.v1	miR480_R16_L21	0.5481073466884785	0.10093306439457388	0.0	0	36	20	16
canonical-isomiR	gma-miR394d	gma-miR394d	miR22_R605_L20	15	3862976	3863037	+	gma-miR394d	miR22_R605_L20	gma-miR394d.v1	miR959_R4_L21	-0.2702419126653558	0.45015936289484026	0.0	0	609	605	4
canonical-isomiR	gma-miR394m	gma-miR394m	miR432_R20_L20	17	42219831	42219912	+	gma-miR394m	miR432_R20_L20	gma-miR394m.v1	miR480_R16_L21	0.5481073466884785	0.10093306439457388	0.0	0	36	20	16
canonical-isomiR	gma-miR395a	gma-miR395a	miR183_R85_L21	1	5394927	5395190	+	gma-miR395a	miR183_R85_L21	gma-miR395a.v1	miR79_R247_L21	0.3131031794273383	0.3783740375527154	0.12542372881355932	37	295	85	247
canonical-isomiR	gma-miR395a	gma-miR395a	miR183_R85_L21	1	5394927	5395190	+	gma-miR395a	miR183_R85_L21	gma-miR395a.v2	miR332_R31_L20	0.7545431979371677	0.011664926052307454	0.16	16	100	85	31
isomiR-isomiR	gma-miR395a	gma-miR395a	miR183_R85_L21	1	5394927	5395190	+	gma-miR395a.v1	miR79_R247_L21	gma-miR395a.v2	miR332_R31_L20	0.5442563028874167	0.10384348311202475	0.08171206225680934	21	257	247	31
canonical-isomiR	gma-miR395b	gma-miR395b	miR183_R85_L21	2	1768521	1768600	-	gma-miR395b	miR183_R85_L21	gma-miR395b.v1	miR79_R247_L21	0.3131031794273383	0.3783740375527154	0.12542372881355932	37	295	85	247
canonical-isomiR	gma-miR395b	gma-miR395b	miR183_R85_L21	2	1768521	1768600	-	gma-miR395b	miR183_R85_L21	gma-miR395b.v2	miR332_R31_L20	0.7545431979371677	0.011664926052307454	0.16	16	100	85	31
isomiR-isomiR	gma-miR395b	gma-miR395b	miR183_R85_L21	2	1768521	1768600	-	gma-miR395b.v1	miR79_R247_L21	gma-miR395b.v2	miR332_R31_L20	0.5442563028874167	0.10384348311202475	0.08171206225680934	21	257	247	31
canonical-isomiR	gma-miR395c	gma-miR395c	miR183_R85_L21	8	43539690	43539766	+	gma-miR395c	miR183_R85_L21	gma-miR395c.v1	miR79_R247_L21	0.3131031794273383	0.3783740375527154	0.12542372881355932	37	295	85	247
canonical-isomiR	gma-miR395c	gma-miR395c	miR183_R85_L21	8	43539690	43539766	+	gma-miR395c	miR183_R85_L21	gma-miR395c.v2	miR332_R31_L20	0.7545431979371677	0.011664926052307454	0.16	16	100	85	31
isomiR-isomiR	gma-miR395c	gma-miR395c	miR183_R85_L21	8	43539690	43539766	+	gma-miR395c.v1	miR79_R247_L21	gma-miR395c.v2	miR332_R31_L20	0.5442563028874167	0.10384348311202475	0.08171206225680934	21	257	247	31
isomiR-isomiR	gma-miR395i	gma-miR395i		1	5374215	5374300	-	gma-miR395i.v1	miR65_R287_L21	gma-miR395i.v2	miR332_R31_L20	0.22568110897256827	0.5307074735968453	0.0707070707070707	21	297	287	31
isomiR-isomiR	gma-miR395j	gma-miR395j		1	5387128	5387222	-	gma-miR395j.v1	miR65_R287_L21	gma-miR395j.v2	miR332_R31_L20	0.22568110897256827	0.5307074735968453	0.0707070707070707	21	297	287	31
isomiR-isomiR	gma-miR395k	gma-miR395k		1	5389598	5389693	-	gma-miR395k.v1	miR79_R247_L21	gma-miR395k.v2	miR332_R31_L20	0.5442563028874167	0.10384348311202475	0.08171206225680934	21	257	247	31
isomiR-isomiR	gma-miR395l	gma-miR395l		2	1781428	1781528	+	gma-miR395l.v1	miR65_R287_L21	gma-miR395l.v2	miR332_R31_L20	0.22568110897256827	0.5307074735968453	0.0707070707070707	21	297	287	31
isomiR-isomiR	gma-miR395m	gma-miR395m		2	1795681	1795747	+	gma-miR395m.v1	miR65_R287_L21	gma-miR395m.v2	miR332_R31_L20	0.22568110897256827	0.5307074735968453	0.0707070707070707	21	297	287	31
canonical-isomiR	gma-miR395o	gma-miR395o	miR79_R247_L21	2	1775772	1775859	+	gma-miR395o	miR79_R247_L21	gma-miR395o.v1	miR332_R31_L20	0.5442563028874167	0.10384348311202475	0.08171206225680934	21	257	247	31
canonical-isomiR	gma-miR395q	gma-miR395q	miR287_R40_L21	2	1808525	1808624	+	gma-miR395q	miR287_R40_L21	gma-miR395q.v1	miR332_R31_L20	-0.4019920821821524	0.24949653889703832	0.014285714285714285	1	70	40	31
canonical-isomiR	gma-miR395r	gma-miR395r	miR65_R287_L21	2	1814450	1814543	+	gma-miR395r	miR65_R287_L21	gma-miR395r.v1	miR287_R40_L21	0.07661915219066351	0.8333760644449804	0.12371134020618557	36	291	287	40
canonical-isomiR	gma-miR395r	gma-miR395r	miR65_R287_L21	2	1814450	1814543	+	gma-miR395r	miR65_R287_L21	gma-miR395r.v2	miR332_R31_L20	0.22568110897256827	0.5307074735968453	0.0707070707070707	21	297	287	31
isomiR-isomiR	gma-miR395r	gma-miR395r	miR65_R287_L21	2	1814450	1814543	+	gma-miR395r.v1	miR287_R40_L21	gma-miR395r.v2	miR332_R31_L20	-0.4019920821821524	0.24949653889703832	0.014285714285714285	1	70	40	31
canonical-isomiR	gma-miR395u	gma-miR395u	miR190_R76_L21	18	15751239	15751319	-	gma-miR395u	miR190_R76_L21	gma-miR395u.v1	miR306_R36_L21	0.958076390635525	1.2846790174230645e-05	0.0	0	112	76	36
canonical-isomiR	gma-miR395v	gma-miR395v	miR65_R287_L21	8	43537995	43538082	-	gma-miR395v	miR65_R287_L21	gma-miR395v.v1	miR287_R40_L21	0.07661915219066351	0.8333760644449804	0.12371134020618557	36	291	287	40
canonical-isomiR	gma-miR395v	gma-miR395v	miR65_R287_L21	8	43537995	43538082	-	gma-miR395v	miR65_R287_L21	gma-miR395v.v2	miR332_R31_L20	0.22568110897256827	0.5307074735968453	0.0707070707070707	21	297	287	31
isomiR-isomiR	gma-miR395v	gma-miR395v	miR65_R287_L21	8	43537995	43538082	-	gma-miR395v.v1	miR287_R40_L21	gma-miR395v.v2	miR332_R31_L20	-0.4019920821821524	0.24949653889703832	0.014285714285714285	1	70	40	31
canonical-isomiR	gma-miR395w	gma-miR395w	miR287_R40_L21	1	5364735	5364833	-	gma-miR395w	miR287_R40_L21	gma-miR395w.v1	miR332_R31_L20	-0.4019920821821524	0.24949653889703832	0.014285714285714285	1	70	40	31
canonical-isomiR	gma-miR395x	gma-miR395x	miR65_R287_L21	2	1804291	1804374	+	gma-miR395x	miR65_R287_L21	gma-miR395x.v1	miR332_R31_L20	0.22568110897256827	0.5307074735968453	0.0707070707070707	21	297	287	31
canonical-isomiR	gma-miR396a	gma-miR396a-5p	miR28_R539_L21	13	28708511	28708613	-	gma-miR396a-5p	miR28_R539_L21	gma-miR396a-5p.v1	miR89_R212_L20	-0.18222663981753123	0.614354401056773	0.05034965034965035	36	715	539	212
canonical-isomiR	gma-miR396b	gma-miR396b-5p	miR20_R668_L21	13	28700314	28700402	+	gma-miR396b-5p	miR20_R668_L21	gma-miR396b-5p.v1	miR89_R212_L20	0.7390386907337076	0.014601257307177366	0.17489986648865152	131	749	668	212
canonical-isomiR	gma-miR396c	gma-miR396c	miR20_R668_L21	13	46448941	46449017	+	gma-miR396c	miR20_R668_L21	gma-miR396c.v1	miR89_R212_L20	0.7390386907337076	0.014601257307177366	0.17489986648865152	131	749	668	212
isomiR-isomiR	gma-miR396e	gma-miR396e		17	35759190	35759293	-	gma-miR396e.v1	miR28_R539_L21	gma-miR396e.v2	miR89_R212_L20	-0.18222663981753123	0.614354401056773	0.05034965034965035	36	715	539	212
canonical-isomiR	gma-miR396f	gma-miR396f-5p	miR20_R668_L21	15	633052	633128	-	gma-miR396f-5p	miR20_R668_L21	gma-miR396f-5p.v1	miR89_R212_L20	0.7390386907337076	0.014601257307177366	0.17489986648865152	131	749	668	212
isomiR-isomiR	gma-miR396h	gma-miR396h		14	14012195	14012302	+	gma-miR396h.v1	miR28_R539_L21	gma-miR396h.v2	miR89_R212_L20	-0.18222663981753123	0.614354401056773	0.05034965034965035	36	715	539	212
canonical-isomiR	gma-miR396i	gma-miR396i-5p	miR28_R539_L21	17	8833547	8833649	+	gma-miR396i-5p	miR28_R539_L21	gma-miR396i-5p.v1	miR89_R212_L20	-0.18222663981753123	0.614354401056773	0.05034965034965035	36	715	539	212
canonical-isomiR	gma-miR396j	gma-miR396j	miR67_R283_L21	16	32126646	32126756	-	gma-miR396j	miR67_R283_L21	gma-miR396j.v1	miR868_R6_L21	0.18708424406014215	0.6047787655804115	0.0	0	289	283	6
canonical-isomiR	gma-miR396k	gma-miR396k-5p	miR20_R668_L21	17	8841730	8841818	-	gma-miR396k-5p	miR20_R668_L21	gma-miR396k-5p.v1	miR89_R212_L20	0.7390386907337076	0.014601257307177366	0.17489986648865152	131	749	668	212
canonical-isomiR	gma-miR396l	gma-miR396l	miR67_R283_L21	14	14012195	14012302	+	gma-miR396l	miR67_R283_L21	gma-miR396l.v1	miR868_R6_L21	0.18708424406014215	0.6047787655804115	0.0	0	289	283	6
canonical-isomiR	gma-miR396m	gma-miR396m	miR67_R283_L21	17	35759190	35759293	-	gma-miR396m	miR67_R283_L21	gma-miR396m.v1	miR868_R6_L21	0.18708424406014215	0.6047787655804115	0.0	0	289	283	6
canonical-isomiR	gma-miR397a	gma-miR397a	miR134_R126_L21	8	4662112	4662357	-	gma-miR397a	miR134_R126_L21	gma-miR397a.v1	miR106_R169_L21	0.02416300508896712	0.947174275912271	0.0	0	295	126	169
canonical-isomiR	gma-miR397a	gma-miR397a	miR134_R126_L21	8	4662112	4662357	-	gma-miR397a	miR134_R126_L21	gma-miR397a.v2	miR751_R7_L20	0.8168862550434188	0.003918292286530946	0.0	0	133	126	7
isomiR-isomiR	gma-miR397a	gma-miR397a	miR134_R126_L21	8	4662112	4662357	-	gma-miR397a.v1	miR106_R169_L21	gma-miR397a.v2	miR751_R7_L20	0.19378312696454073	0.5916622323566167	0.005714285714285714	1	175	169	7
canonical-isomiR	gma-miR397b	gma-miR397b-3p	miR641_R9_L21	13	36660527	36660628	-	gma-miR397b-3p	miR641_R9_L21	gma-miR397b-3p.v1	miR789_R6_L21	-0.009659554549866944	0.9788716959142885	0.0	0	15	9	6
canonical-isomiR	gma-miR397b	gma-miR397b-5p	miR134_R126_L21	13	36660525	36660630	-	gma-miR397b-5p	miR134_R126_L21	gma-miR397b-5p.v1	miR106_R169_L21	0.02416300508896712	0.947174275912271	0.0	0	295	126	169
canonical-isomiR	gma-miR397b	gma-miR397b-5p	miR134_R126_L21	13	36660525	36660630	-	gma-miR397b-5p	miR134_R126_L21	gma-miR397b-5p.v2	miR751_R7_L20	0.8168862550434188	0.003918292286530946	0.0	0	133	126	7
isomiR-isomiR	gma-miR397b	gma-miR397b-5p	miR134_R126_L21	13	36660525	36660630	-	gma-miR397b-5p.v1	miR106_R169_L21	gma-miR397b-5p.v2	miR751_R7_L20	0.19378312696454073	0.5916622323566167	0.005714285714285714	1	175	169	7
canonical-isomiR	gma-miR398a	gma-miR398a	miR382_R25_L21	1	7783686	7783776	-	gma-miR398a	miR382_R25_L21	gma-miR398a.v1	miR35_R452_L21	0.7440264279981077	0.013606110229751504	0.0	0	477	25	452
canonical-isomiR	gma-miR398b	gma-miR398b-3p	miR382_R25_L21	2	11184393	11184486	-	gma-miR398b-3p	miR382_R25_L21	gma-miR398b-3p.v1	miR35_R452_L21	0.7440264279981077	0.013606110229751504	0.0	0	477	25	452
canonical-isomiR	gma-miR398b	gma-miR398b-5p	miR92_R206_L22	2	11184394	11184485	-	gma-miR398b-5p	miR92_R206_L22	gma-miR398b-5p.v1	miR619_R10_L22	-0.052364149952170314	0.8857669927779854	0.0	0	216	206	10
canonical-isomiR	gma-miR399a	gma-miR399a-5p	miR263_R48_L21	10	49386490	49386561	+	gma-miR399a-5p	miR263_R48_L21	gma-miR399a-5p.v1	miR1071_R4_L22	-0.2476393166674754	0.49030504046815004	0.0	0	52	48	4
canonical-isomiR	gma-miR399c	gma-miR399c-5p	miR263_R48_L21	20	43679601	43679672	-	gma-miR399c-5p	miR263_R48_L21	gma-miR399c-5p.v1	miR1071_R4_L22	-0.2476393166674754	0.49030504046815004	0.0	0	52	48	4
canonical-isomiR	gma-miR399l	gma-miR399l-5p	miR671_R9_L22	9	38578460	38578567	+	gma-miR399l-5p	miR671_R9_L22	gma-miR399l-5p.v1	miR1195_R3_L21	-0.13886498168690628	0.7020230784124029	0.0	0	12	9	3
canonical-isomiR	gma-miR399n	gma-miR399n-5p	miR671_R9_L22	16	36387903	36388008	+	gma-miR399n-5p	miR671_R9_L22	gma-miR399n-5p.v1	miR1195_R3_L21	-0.13886498168690628	0.7020230784124029	0.0	0	12	9	3
canonical-isomiR	gma-miR403a	gma-miR403a	miR57_R322_L21	2	1079870	1079944	+	gma-miR403a	miR57_R322_L21	gma-miR403a.v1	miR638_R9_L20	0.008147466943383017	0.9821785990990524	0.0	0	331	322	9
canonical-isomiR	gma-miR403b	gma-miR403b	miR57_R322_L21	10	1243576	1243640	+	gma-miR403b	miR57_R322_L21	gma-miR403b.v1	miR638_R9_L20	0.008147466943383017	0.9821785990990524	0.0	0	331	322	9
canonical-isomiR	gma-miR408a	gma-miR408a-3p	miR5_R745_L21	2	865044	865153	+	gma-miR408a-3p	miR5_R745_L21	gma-miR408a-3p.v1	miR484_R15_L21	0.3044099794104993	0.39245369708171024	0.0	0	760	745	15
canonical-isomiR	gma-miR408b	gma-miR408b-3p	miR5_R745_L21	3	44481321	44481437	-	gma-miR408b-3p	miR5_R745_L21	gma-miR408b-3p.v1	miR484_R15_L21	0.3044099794104993	0.39245369708171024	0.0	0	760	745	15
canonical-isomiR	gma-miR408c	gma-miR408c-3p	miR5_R745_L21	10	39588095	39588206	-	gma-miR408c-3p	miR5_R745_L21	gma-miR408c-3p.v1	miR484_R15_L21	0.3044099794104993	0.39245369708171024	0.0	0	760	745	15
canonical-isomiR	gma-miR4345	gma-miR4345	miR569_R12_L22	14	52663400	52663484	-	gma-miR4345	miR569_R12_L22	gma-miR4345.v1	miR511_R14_L21	0.420801100495726	0.22590690804994187	0.0	0	26	12	14
